Date,Package,Title
5/31/18,OpenRepGrid,Tools to Analyze Repertory Grid Data
5/31/18,phylolm,Phylogenetic Linear Regression
5/31/18,redux,R Bindings to 'hiredis'
5/30/18,comclim,Community Climate Statistics
5/30/18,DDoutlier,Distance & Density-Based Outlier Detection
5/30/18,graphkernels,Graph Kernels
5/30/18,hotspots,Hot Spots
5/30/18,nricens,NRI for Risk Prediction Models with Time to Event and Binary Response Data
5/30/18,occ,Estimates PET Neuroreceptor Occupancies
5/30/18,plan,Tools for Project Planning
5/30/18,PVR,Phylogenetic Eigenvectors Regression and Phylogentic Signal-Representation Curve
5/30/18,SimEUCartelLaw,Simulation of Legal Exemption System for European Cartel Law
5/30/18,stargazer,Well-Formatted Regression and Summary Statistics Tables
5/30/18,swissMrP,Multilevel Regression with Post-Stratification (MrP) for Switzerland
5/29/18,AGD,Analysis of Growth Data
5/29/18,GrimR,Calculate Optical Parameters from Spindle Stage Measurements
5/29/18,hdbinseg,Change-Point Analysis of High-Dimensional Time Series via Binary Segmentation
5/29/18,iqLearn,Interactive Q-Learning
5/29/18,metaBLUE,BLUE for Combining Location and Scale Information in a Meta-Analysis
5/29/18,metaLik,Likelihood Inference in Meta-Analysis and Meta-Regression Models
5/29/18,NFWdist,The Standard Distribution Functions for the 3D NFW Profile
5/29/18,ramcmc,Robust Adaptive Metropolis Algorithm
5/29/18,RatingScaleReduction,Rating Scale Reduction Procedure
5/29/18,sbgcop,Semiparametric Bayesian Gaussian Copula Estimation and Imputation
5/29/18,splusTimeSeries,Time Series from S-PLUS
5/29/18,StructFDR,False Discovery Control Procedure Integrating the Prior Structure Information
5/29/18,waved,Wavelet Deconvolution
5/29/18,yasp,String Functions for Compact R Code
5/28/18,HSAUR3,A Handbook of Statistical Analyses Using R (3rd Edition)
5/28/18,plotMElm,Plot Marginal Effects from Linear Models
5/28/18,PriorGen,Generates Prior Distributions for Proportions
5/28/18,survBootOutliers,Concordance Based Bootstrap Methods for Outlier Detection in Survival Analysis
5/27/18,FloodMapper,Cross-Scale Flooding Prediction under Heavy Precipitation
5/27/18,irregulAR1,Functions for Irregularly Sampled AR(1) Processes
5/27/18,messaging,"Conveniently Issue Messages, Warnings, and Errors"
5/27/18,rusk,Beautiful Graphical Representation of Multiplication Tables on a Modular Circle
5/26/18,aspect,A General Framework for Multivariate Analysis with Optimal Scaling
5/26/18,CVST,Fast Cross-Validation via Sequential Testing
5/26/18,GoFKernel,Testing Goodness-of-Fit with the Kernel Density Estimator
5/26/18,hamlet,Hierarchical Optimal Matching and Machine Learning Toolbox
5/26/18,homals,Gifi Methods for Optimal Scaling
5/26/18,MPsychoR,Modern Psychometrics with R
5/26/18,OTUtable,North Temperate Lakes - Microbial Observatory 16S Time Series Data and Functions
5/26/18,PRISMA,Protocol Inspection and State Machine Analysis
5/26/18,readstata13,Import 'Stata' Data Files
5/26/18,StratSel,Strategic Selection Estimator
5/25/18,bigsplines,Smoothing Splines for Large Samples
5/25/18,DisHet,"Estimate the Gene Expression Levels and Component Proportions of the Normal, Stroma (Immune) and Tumor Components of Bulk Tumor Samples"
5/25/18,FuncMap,Hive Plots of R Package Function Calls
5/25/18,mbest,Moment-Based Estimation for Hierarchical Models
5/25/18,PeakSegOptimal,Optimal Segmentation Subject to Up-Down Constraints
5/25/18,phyloclim,Integrating Phylogenetics and Climatic Niche Modeling
5/24/18,ALEPlot,Accumulated Local Effects (ALE) Plots and Partial Dependence (PD) Plots
5/24/18,cfma,Causal Functional Mediation Analysis
5/24/18,cmce,Computer Model Calibration for Deterministic and Stochastic Simulators
5/24/18,DPP,Inference of Parameters of Normal Distributions from a Mixture of Normals
5/24/18,epiphy,Analysis of Plant Disease Epidemics
5/24/18,event,Event History Procedures and Models
5/24/18,fastM,Fast Computation of Multivariate M-Estimators
5/24/18,gamlss.spatial,Spatial Terms in Generalized Additive Models for Location Scale and Shape Models
5/24/18,ica,Independent Component Analysis
5/24/18,knitrBootstrap,'knitr' Bootstrap Framework
5/24/18,locpol,Kernel Local Polynomial Regression
5/24/18,lvec,Out of Memory Vectors
5/24/18,neurohcp,Human 'Connectome' Project Interface
5/24/18,riv,Robust Instrumental Variables Estimator
5/24/18,SEA,Segregation Analysis
5/24/18,tclust,Robust Trimmed Clustering
5/24/18,utf8,Unicode Text Processing
5/23/18,AdaptFitOS,Adaptive Semiparametric Additive Regression with Simultaneous Confidence Bands and Specification Tests
5/23/18,excel.link,Convenient Data Exchange with Microsoft Excel
5/23/18,gsEasy,Gene Set Enrichment Analysis in R
5/23/18,histmdl,A Most Informative Histogram-Like Model
5/23/18,icd.data,International Classifcation of Diseases (ICD) Data
5/23/18,LS2W,Locally Stationary Two-Dimensional Wavelet Process Estimation Scheme
5/23/18,mratios,Ratios of Coefficients in the General Linear Model
5/23/18,rvalues,R-Values for Ranking in High-Dimensional Settings
5/23/18,synlik,Synthetic Likelihood Methods for Intractable Likelihoods
5/23/18,unsystation,Stationarity Test Based on Unsystematic Sub-Sampling
5/22/18,AppliedPredictiveModeling,Functions and Data Sets for 'Applied Predictive Modeling'
5/22/18,aprof,"Amdahl's Profiler, Directed Optimization Made Easy"
5/22/18,BIS,Programmatic Access to Bank for International Settlements Data
5/22/18,Cprob,The Conditional Probability Function of a Competing Event
5/22/18,FastPCS,FastPCS Robust Fit of Multivariate Location and Scatter
5/22/18,genotypeR,SNP Genotype Marker Design and Analysis
5/22/18,interlineaR,Importing Interlinearized Corpora and Dictionaries as Produced by Descriptive Linguistics Software
5/22/18,intRegGOF,Integrated Regression Goodness of Fit
5/22/18,mapplots,Data Visualisation on Maps
5/22/18,margins,Marginal Effects for Model Objects
5/22/18,MaskJointDensity,"Masking, Unmasking and Restoring Confidential Data"
5/22/18,miniGUI,Tcl/Tk Quick and Simple Function GUI
5/22/18,prioritizrdata,Conservation Planning Data Sets
5/22/18,smdata,"Data to Accompany Smithson & Merkle, 2013"
5/22/18,templates,A System for Working with Templates
5/22/18,ziphsmm,Zero-Inflated Poisson Hidden (Semi-)Markov Models
5/21/18,AIG,Automatic Item Generator
5/21/18,BINCOR,Estimate the Correlation Between Two Irregular Time Series
5/21/18,easycsv,Load Multiple 'csv' and 'txt' Tables
5/21/18,hnp,Half-Normal Plots with Simulation Envelopes
5/21/18,logiBin,Binning Variables to Use in Logistic Regression
5/21/18,neutralitytestr,Test for a Neutral Evolutionary Model in Cancer Sequencing Data
5/21/18,SIRItoGTFS,Compare SIRI Datasets to GTFS Tables
5/21/18,smaa,Stochastic Multi-Criteria Acceptability Analysis
5/21/18,spuRs,"Functions and Datasets for ""Introduction to Scientific Programming and Simulation Using R"""
5/20/18,ini,Read and Write '.ini' Files
5/20/18,NUCOMBog,NUtrient Cycling and COMpetition Model Undisturbed Open Bog Ecosystems in a Temperate to Sub-Boreal Climate
5/20/18,TAQMNGR,Manage Tick-by-Tick Transaction Data
5/19/18,BayesFactor,Computation of Bayes Factors for Common Designs
5/19/18,DetMCD,Implementation of the DetMCD Algorithm (Robust and Deterministic Estimation of Location and Scatter)
5/19/18,DetR,Suite of Deterministic and Robust Algorithms for Linear Regression
5/19/18,PMCMR,Calculate Pairwise Multiple Comparisons of Mean Rank Sums
5/19/18,primefactr,Use Prime Factorization for Computations
5/19/18,StepSignalMargiLike,Step-Wise Signal Extraction via Marginal Likelihood
5/19/18,wakefield,Generate Random Data Sets
5/18/18,Biocomb,Feature Selection and Classification with the Embedded Validation Procedures for Biomedical Data Analysis
5/18/18,BusinessDuration,Calculates Business Duration Between Two Dates
5/18/18,DstarM,Analyze Two Choice Reaction Time Data with the D*M Method
5/18/18,ggjoy,Joyplots in 'ggplot2'
5/18/18,inline,"Functions to Inline C, C++, Fortran Function Calls from R"
5/18/18,Kpart,Cubic Spline Fitting with Knot Selection
5/18/18,miniUI,Shiny UI Widgets for Small Screens
5/18/18,MixSAL,Mixtures of Multivariate Shifted Asymmetric Laplace (SAL) Distributions
5/18/18,NormPsy,Normalisation of Psychometric Tests
5/18/18,npsr,Validate Instrumental Variables using NPS
5/18/18,PhysicalActivity,Process Accelerometer Data for Physical Activity Measurement
5/18/18,randgeo,Generate Random 'WKT' or 'GeoJSON'
5/18/18,rsurface,Design of Rotatable Central Composite Experiments and Response Surface Analysis
5/18/18,RUnit,R Unit Test Framework
5/18/18,SIBERG,Systematic Identification of Bimodally Expressed Genes Using RNAseq Data
5/18/18,smoothAPC,"Smoothing of Two-Dimensional Demographic Data, Optionally Taking into Account Period and Cohort Effects"
5/18/18,spt,Sierpinski Pedal Triangle
5/18/18,stR,STR Decomposition
5/17/18,adagio,Discrete and Global Optimization Routines
5/17/18,adwave,Wavelet Analysis of Genomic Data from Admixed Populations
5/17/18,ASGS.foyer,Interface to the Australian Statistical Geography Standard
5/17/18,bootsPLS,Bootstrap Subsamplings of Sparse Partial Least Squares - Discriminant Analysis for Classification and Signature Identification
5/17/18,contfrac,Continued Fractions
5/17/18,CrypticIBDcheck,Identifying Cryptic Relatedness in Genetic Association Studies
5/17/18,ctv,CRAN Task Views
5/17/18,datadogr,R Client for 'Datadog' API
5/17/18,diffusr,Network Diffusion Algorithms
5/17/18,ExpDes,Experimental Designs
5/17/18,ExpDes.pt,Pacote Experimental Designs (Portuguese)
5/17/18,fracprolif,Fraction Proliferation via a Quiescent Growth Model
5/17/18,hermite,Generalized Hermite Distribution
5/17/18,LeLogicielR,"Functions and datasets to accompany the book ""Le logiciel R: Maitriser le langage, Effectuer des analyses statistiques"" (French)"
5/17/18,matchMulti,Optimal Multilevel Matching using a Network Algorithm
5/17/18,modTurPoint,Estimate ED50 Based on Modified Turning Point Method
5/17/18,mvinfluence,Influence Measures and Diagnostic Plots for Multivariate Linear Models
5/17/18,nleqslv,Solve Systems of Nonlinear Equations
5/17/18,pmc,Phylogenetic Monte Carlo
5/17/18,popprxl,Read GenAlEx Files Directly from Excel
5/17/18,PortfolioAnalytics,"Portfolio Analysis, Including Numerical Methods for Optimization of Portfolios"
5/17/18,rcbsubset,Optimal Subset Matching with Refined Covariate Balance
5/17/18,sdef,Synthesizing List of Differentially Expressed Features
5/17/18,sFFLHD,Sequential Full Factorial-Based Latin Hypercube Design
5/17/18,simsalapar,Tools for Simulation Studies in Parallel
5/17/18,survsim,Simulation of Simple and Complex Survival Data
5/17/18,TailRank,The Tail-Rank Statistic
5/17/18,VNM,Finding Multiple-Objective Optimal Designs for the 4-Parameter Logistic Model
5/17/18,YuGene,A Simple Approach to Scale Gene Expression Data Derived from Different Platforms for Integrated Analyses
5/17/18,zetadiv,Functions to Compute Compositional Turnover Using Zeta Diversity
5/16/18,BiDimRegression,Calculates the Bidimensional Regression Between Two 2D Configurations
5/16/18,ChoR,Chordalysis R Package
5/16/18,codep,Multiscale Codependence Analysis
5/16/18,edci,Edge Detection and Clustering in Images
5/16/18,eive,An Algorithm for Reducing Errors-in-Variable Bias in Simple Linear Regression
5/16/18,FSelector,Selecting Attributes
5/16/18,furrr,Apply Mapping Functions in Parallel using Futures
5/16/18,icsw,Inverse Compliance Score Weighting
5/16/18,kdist,K-Distribution and Weibull Paper
5/16/18,MM,The Multiplicative Multinomial Distribution
5/16/18,NipponMap,Japanese Map Data and Functions
5/16/18,RcmdrPlugin.MPAStats,R Commander Plug-in for MPA Statistics
5/16/18,renpow,Renewable Power Systems and the Environment
5/16/18,sharpr2,Estimating Regulatory Scores and Identifying ATAC-STARR Data
5/16/18,SK,Segment-Based Ordinary Kriging and Segment-Based Regression Kriging for Spatial Prediction
5/16/18,SurvGSD,Group Sequential Design for a Clinical Trial with Censored Survival Data
5/16/18,TFMPvalue,Efficient and Accurate P-Value Computation for Position Weight Matrices
5/15/18,evidence,Analysis of Scientific Evidence Using Bayesian and Likelihood Methods
5/15/18,GeneralizedHyperbolic,The Generalized Hyperbolic Distribution
5/15/18,gge,Genotype Plus Genotype-by-Environment Biplots
5/15/18,PBNPA,Permutation Based Non-Parametric Analysis of CRISPR Screen Data
5/15/18,quantable,Streamline Descriptive Analysis of Quantitative Data Matrices
5/15/18,RAM,R for Amplicon-Sequencing-Based Microbial-Ecology
5/15/18,RnavGraphImageData,Image Data Used in the Loon Package Demos
5/15/18,rTableICC,Random Generation of Contingency Tables
5/15/18,SpatialTools,Tools for Spatial Data Analysis
5/14/18,ASSA,Applied Singular Spectrum Analysis (ASSA)
5/14/18,base64url,Fast and URL-Safe Base64 Encoder and Decoder
5/14/18,catch,Covariate-Adjusted Tensor Classification in High-Dimensions
5/14/18,datamaps,Create Interactive Web Maps with the 'JavaScript Datamaps' Library
5/14/18,dtp,Dynamic Panel Threshold Model
5/14/18,facerec,An Interface for Face Recognition
5/14/18,ffstream,Forgetting Factor Methods for Change Detection in Streaming Data
5/14/18,ggsci,Scientific Journal and Sci-Fi Themed Color Palettes for 'ggplot2'
5/14/18,RKEELdata,Datasets from 'KEEL' for it Use in 'RKEEL'
5/14/18,RobustCalibration,Robust Calibration of Imperfect Mathematical Models
5/14/18,spearmanCI,Jackknife Euclidean / Empirical Likelihood Inference for Spearman's Rho
5/14/18,tabulizerjars,'Java' .jar Files for 'tabulizer'
5/13/18,brotli,A Compression Format Optimized for the Web
5/13/18,ComICS,Computational Methods for Immune Cell-Type Subsets
5/13/18,FastRCS,Fits the FastRCS Robust Multivariable Linear Regression Model
5/13/18,gamlr,Gamma Lasso Regression
5/13/18,mcga,Machine Coded Genetic Algorithms for Real-Valued Optimization Problems
5/13/18,rJPSGCS,R-Interface to Gene Drop Simulation from JPSGCS
5/13/18,sodavis,"SODA: Main and Interaction Effects Selection for Logistic Regression, Quadratic Discriminant and General Index Models"
5/13/18,vitality,Fitting Routines for the Vitality Family of Mortality Models
5/12/18,mltools,Machine Learning Tools
5/12/18,treeClust,Cluster Distances Through Trees
5/11/18,ASIP,Automated Satellite Image Processing
5/11/18,cld2,Google's Compact Language Detector 2
5/11/18,CleanBSequences,Clean Biological Sequences
5/11/18,CPP,Composition of Probabilistic Preferences (CPP)
5/11/18,Knoema,Interface to the Knoema API
5/11/18,mgwrsar,GWR and MGWR with Spatial Autocorrelation
5/11/18,Observation,Collect and Process Physical Activity Direct Observation Data
5/11/18,REddyProcNCDF,Reading Data from NetCDF Files for 'REddyProc'
5/11/18,Select,Determines Species Probabilities Based on Functional Traits
5/11/18,spFSR,Feature Selection and Ranking by Simultaneous Perturbation Stochastic Approximation
5/10/18,asympTest,A Simple R Package for Classical Parametric Statistical Tests and Confidence Intervals in Large Samples
5/10/18,blandr,Bland-Altman Method Comparison
5/10/18,childhoodmortality,Calculating Childhood Mortality Rates
5/10/18,epiDisplay,Epidemiological Data Display Package
5/10/18,ismev,An Introduction to Statistical Modeling of Extreme Values
5/10/18,MVisAGe,Compute and Visualize Bivariate Associations
5/10/18,QuasiSeq,Analyzing RNA Sequencing Count Tables Using Quasi-Likelihood
5/10/18,quhomology,"Calculation of Homology of Quandles, Racks, Biquandles and Biracks"
5/10/18,RcmdrPlugin.HH,Rcmdr Support for the HH Package
5/10/18,ROI.plugin.alabama,'alabama' Plug-in for the 'R' Optimization Infrastructure
5/10/18,rPowerSampleSize,Sample Size Computations Controlling the Type-II Generalized Family-Wise Error Rate
5/10/18,TrajDataMining,Trajectories Data Mining
5/10/18,TRSbook,"Functions and Datasets to Accompany the Book ""The R Software: Fundamentals of Programming and Statistical Analysis"""
5/9/18,EMSaov,The Analysis of Variance with EMS
5/9/18,qtbase,Interface Between R and 'Qt'
5/8/18,fscaret,Automated Feature Selection from 'caret'
5/8/18,fuzzr,Fuzz-Test R Functions
5/8/18,leerSIECyL,Read Data from the SIE
5/8/18,phiDelta,Tool for Phi Delta Analysis of Features
5/8/18,ScottKnottESD,The Scott-Knott Effect Size Difference (ESD) Test
5/8/18,survRM2adapt,Flexible and Coherent Test/Estimation Procedure Based on Restricted Mean Survival Times
5/7/18,BlockFeST,Bayesian Calculation of Region-Specific Fixation Index to Detect Local Adaptation
5/7/18,dlib,Allow Access to the 'Dlib' C++ Library
5/7/18,MPkn,Calculations of One Discrete Model in Several Time Steps
5/7/18,nardl,Nonlinear Cointegrating Autoregressive Distributed Lag Model
5/7/18,OscillatorGenerator,"Generation of Customizable, Discretized Time Series of Oscillating Species"
5/7/18,rdi,Repertoire Dissimilarity Index
5/7/18,rpanel,Simple Interactive Controls for R using the 'tcltk' Package
5/6/18,covsep,Tests for Determining if the Covariance Structure of 2-Dimensional Data is Separable
5/6/18,JoSAE,Unit-Level and Area-Level Small Area Estimation
5/6/18,lmeVarComp,Testing for a Subset of Variance Components in Linear Mixed Models
